Date,spy,spy_lag1,sp500,nasdaq,dji,cac40,daxi,aord,hsi,nikkei,Price
2008-01-18,-7.530006,-3.069993000000011,-40.89001499999995,-40.179931000000124,-307.1093799999999,-118.72998000000007,-87.30029300000115,-3.600097999999889,954.6992189999983,283.7900389999977,134.740005
2008-01-22,-0.12000299999999697,-7.530006,-20.96008299999994,-144.36010799999985,-67.22069999999985,-461.68994099999964,-701.2900390000041,181.39990299999954,-866.6582039999994,-552.1806639999995,127.209999
2008-01-23,7.390000000000001,-0.12000299999999697,-2.529907000000094,5.570068999999876,-123.63965000000098,405.20996099999957,220.41992200000186,124.89990299999954,730.9707030000027,72.75,127.089996
2008-01-24,2.0299990000000037,7.390000000000001,29.719970999999987,102.09008700000004,303.61035000000084,-133.00976599999922,-261.70019599999796,254.69970699999976,-857.580077999999,140.2802730000003,134.479996
2008-01-25,-3.25,2.0299990000000037,17.18994100000009,73.93994199999997,119.00976999999875,184.57958999999937,334.0502929999975,254.69970699999976,320.90820299999905,370.390625,136.509995
2008-01-28,2.840011000000004,-3.25,-26.619995000000017,-77.94995100000006,-185.99023999999918,-210.06982400000015,-134.87011699999948,-133.3999020000001,-288.78125,-394.92968800000017,133.259995
2008-01-29,-0.5200040000000001,2.840011000000004,25.239990000000034,35.57983400000012,179.48047000000042,101.87988299999961,85.31005900000036,-115.4003900000007,-348.29882799999905,232.1699220000046,136.100006
2008-01-30,-2.180008000000015,-0.5200040000000001,6.280029999999897,-14.069825000000037,94.9492199999986,18.35009700000046,52.319823999999244,40.39990200000011,-951.4609380000002,-155.4892579999996,135.580002
2008-01-31,4.540008,-2.180008000000015,-10.239990999999918,-29.25,-41.859379999999874,-48.35986299999968,-30.040039000000434,165.0996099999993,-333.98046899999827,364.98925800000507,133.399994
2008-02-01,1.270005000000026,4.540008,26.6199959999999,75.46997099999999,199.88965000000098,72.41992200000004,39.310058000000026,165.0996099999993,331.6601559999981,-20.580078000000867,137.940002
2008-02-04,-3.270005000000026,1.270005000000026,16.780029000000013,20.839844000000085,104.94043000000056,91.46972699999878,122.45019600000069,-69.10009700000046,147.00976499999888,217.10058599999866,139.21000700000002
2008-02-05,-1.3599999999999852,-3.270005000000026,-15.09997599999997,-68.60986300000013,-111.26074000000153,-57.16992199999913,-19.89990299999954,-152.5,98.59960999999748,-60.66992199999913,135.940002
2008-02-06,-2.7799990000000037,-1.3599999999999852,-40.800048999999944,-17.630126999999902,-374.5996099999993,-240.67968800000017,-272.20019500000035,-7.5,11.310547000000952,-449.29003899999407,134.580002
2008-02-07,1.2899930000000097,-2.7799990000000037,-15.469970000000103,-67.55981499999962,-61.04980000000069,63.14990300000045,102.52978499999699,44.89990200000011,11.310547000000952,129.90039099999922,131.800003
2008-02-08,0.01000999999999408,1.2899930000000097,12.869995000000017,30.87988299999961,52.269530000001396,-27.70019599999887,-51.52978499999699,44.89990200000011,11.310547000000952,-125.83984400000008,133.089996
2008-02-11,1.809997999999979,0.01000999999999408,-4.959961000000021,20.25,-66.58008000000154,-111.70996100000139,-53.56982400000015,53.0,-788.6308590000008,-125.83984400000008,133.100006
2008-02-12,1.099991000000017,1.809997999999979,8.630004999999983,22.56005899999991,59.669920000000275,75.62988299999961,69.5,-64.80029300000024,-32.109375,23.089844000000085,134.910004
2008-02-13,0.9400019999999927,1.099991000000017,12.569946000000073,13.909912000000077,126.56055000000015,63.040039000000434,120.73974599999929,112.0,-160.53906299999653,-94.65038999999888,136.009995
2008-02-14,-2.449996999999996,0.9400019999999927,14.209961000000021,29.0,183.38965000000098,132.15039100000013,110.35986299999786,-45.5,128.16992200000095,371.86035099999935,136.949997
2008-02-15,2.2200009999999963,-2.449996999999996,-19.809936000000107,-55.63989300000003,-174.84961000000112,-66.4799809999995,-57.819823999997425,-45.5,636.9589850000011,114.02929700000459,134.5
2008-02-19,-2.729996,2.2200009999999963,8.33996500000012,28.39990200000011,-27.0703199999989,34.2299809999995,82.11035200000515,-115.80029300000024,82.50976599999922,-3.849609999999302,136.720001
2008-02-20,2.66999899999999,-2.729996,-7.469970000000103,-56.15991200000008,-16.28027000000111,-16.160156999998435,-14.660156000002644,65.60009799999989,-674.7402350000011,-419.3798829999996,133.990005
2008-02-21,-1.6900029999999902,2.66999899999999,13.819946000000073,51.260009999999966,93.54003999999986,25.740234999998393,-4.680175999999847,-11.200195000000349,-334.640625,225.5605459999897,136.660004
2008-02-22,0.569991999999985,-1.6900029999999902,-17.989990000000034,-37.46997099999999,-145.75976999999875,-35.37011799999982,-38.8496099999993,-11.200195000000349,71.13867200000095,-29.730468999998266,134.970001
2008-02-25,1.2100070000000187,0.569991999999985,8.530029000000013,-3.200194999999894,99.67968999999903,59.160156999998435,-38.57031200000074,39.5996099999993,-276.9589840000008,302.26074300000073,135.53999299999998
2008-02-26,0.8099980000000073,1.2100070000000187,19.010009999999966,11.010009999999966,188.71094000000085,77.81982400000106,55.51025400000253,82.0,149.98046899999827,-212.1699209999897,136.75
2008-02-27,-0.31999300000001085,0.8099980000000073,7.18994100000009,14.739990000000034,114.05956999999944,34.91992200000004,101.25976499999706,-89.69970699999976,322.6503909999992,23.97949200000039,137.559998
2008-02-28,-1.6399989999999889,-0.31999300000001085,-0.7899170000000595,13.400146999999833,5.740229999999428,-51.4799809999995,-22.270018999999593,-67.5,217.78906199999983,47.62988299999961,137.240005
2008-02-29,-2.4600070000000187,-1.6399989999999889,-14.090087999999923,-33.5,-109.70018999999957,-102.1401360000009,-137.52002000000084,-67.5,104.8398440000019,-132.42089900000065,135.600006
2008-03-03,-0.910002999999989,-2.4600070000000187,-33.61999500000002,-37.800048999999944,-315.2197299999989,-113.78955099999894,-154.91992199999913,-35.89990299999954,93.40038999999888,-420.6904290000002,133.139999
2008-03-04,1.1900019999999927,-0.910002999999989,-0.8699950000000172,-27.050048999999944,-5.220700000001671,25.849608999999873,-0.25,-17.199706999999762,-738.169922000001,-88.00976599999922,132.229996
2008-03-05,-0.4400019999999927,1.1900019999999927,-1.8900149999999485,22.280029000000013,-54.20995999999832,-25.969726000000264,-109.43017500000042,40.19970699999976,47.699218999998266,-0.9707030000008672,133.419998
2008-03-06,-3.2099919999999997,-0.4400019999999927,4.510009999999966,-0.820067999999992,49.6601499999997,43.939941000000545,91.44042900000113,-142.39990299999954,-17.949219000001904,146.53027399999883,132.979996
2008-03-07,0.06999200000001338,-3.2099919999999997,-30.669922000000042,-61.189941999999974,-215.5,-136.47021500000028,-124.19042900000113,-142.39990299999954,-192.90039099999922,-241.81054699999913,129.770004
2008-03-10,0.8800049999999828,0.06999200000001338,-8.369995000000017,6.6599129999999604,-146.0498000000007,-28.859863000000587,-63.439941999997245,-30.299804000000222,317.80078100000173,-184.70996100000048,129.839996
2008-03-11,2.020004,0.8800049999999828,-18.760009999999966,-1.4899909999999181,-151.70996000000014,-11.830077999999958,-24.580078000002686,71.60009799999989,360.6386710000006,265.97070300000087,130.720001
2008-03-12,-3.1300039999999854,2.020004,46.72998099999995,50.320068999999876,407.2802700000011,127.04003900000043,111.99023500000021,-120.5996099999993,-314.890625,19.25,132.740005
2008-03-13,3.160002999999989,-3.1300039999999854,-15.869995000000017,-40.689941999999974,-52.12012000000141,-105.92968799999926,-44.89990299999954,53.60009799999989,-623.779297000001,-307.81933599999866,129.610001
2008-03-14,-6.200004000000007,3.160002999999989,10.790038999999979,51.92993200000001,49.899419999999736,21.119629000000714,-29.45019500000035,53.60009799999989,-299.0097659999992,-268.20996099999866,132.770004
2008-03-17,4.049994999999996,-6.200004000000007,-32.84008799999992,-104.27001999999993,-199.93944999999985,-182.719726000003,-139.25,5.0,-233.41992200000095,-301.5205070000011,126.57
2008-03-18,3.520004,4.049994999999996,-6.049927000000025,48.67016599999988,29.46972000000096,53.25,-123.29003900000043,141.60009700000046,-60.0,135.16992199999913,130.619995
2008-03-19,-4.089995999999985,3.520004,53.80993699999999,56.51001000000042,415.5996099999993,132.37988300000143,191.61035100000117,-120.89990299999954,-324.94140600000173,118.1103519999997,134.139999
2008-03-20,3.2599950000000035,-4.089995999999985,-31.299927000000025,-51.62011700000039,-289.08983999999873,-124.04980499999965,-98.18017500000042,-120.89990299999954,-65.08007800000269,118.1103519999997,130.050003
2008-03-24,1.5500030000000038,3.2599950000000035,30.619995000000017,47.699951000000056,259.54003999999986,-124.04980499999965,-98.18017500000042,136.4003900000007,-65.08007800000269,7.030274000000645,133.309998
2008-03-25,-0.3999939999999924,1.5500030000000038,18.779907000000094,60.95996100000002,185.37010999999984,181.19970699999976,112.39013599999998,58.19970699999976,622.7402340000008,105.47949299999891,134.860001
2008-03-26,-0.2600100000000225,-0.3999939999999924,3.380004999999983,-0.5397949999996854,-15.549800000000687,-33.660156000000825,64.9799809999995,4.899902000000111,35.25976599999922,57.660155999999915,134.46000700000002
2008-03-27,-1.2099919999999997,-0.2600100000000225,-12.109985000000052,-13.580078000000412,-109.91015999999945,9.480468000001565,-22.410155999999915,-17.29980499999965,351.6503899999989,-13.839843999998266,134.199997
2008-03-28,-1.7000120000000152,-1.2099919999999997,-13.319946000000073,-23.719970999999987,-117.95996000000014,54.959960999999566,101.18994099999964,-17.29980499999965,535.6386719999973,226.1298829999996,132.990005
2008-03-31,2.32000800000003,-1.7000120000000152,-11.09997599999997,-26.17016599999988,-88.0,-74.41015599999992,-57.10009799999716,-1.600097999999889,-147.8398440000019,-183.74023400000078,131.28999299999998
2008-04-01,3.4400019999999927,2.32000800000003,10.489990000000034,41.360107999999855,50.71972999999889,41.10986299999968,-11.089843000002475,99.89990200000011,52.53125,116.62011699999857,133.610001
2008-04-02,-1.089995999999985,3.4400019999999927,43.549927000000025,56.90991200000008,385.0302700000011,216.41015700000025,230.22021400000085,91.79980499999965,-261.33984300000157,352.9501959999998,137.050003
2008-04-03,1.15998799999997,-1.089995999999985,-4.270019999999931,-15.510009999999966,-45.83984000000055,20.310058000000026,39.15966799999842,17.900390000000698,317.08007799999905,199.7402349999993,135.96000700000002
2008-04-04,0.75,1.15998799999997,4.16003499999988,19.0,20.200189999999566,-11.950195000000349,-34.52978499999881,17.900390000000698,317.08007799999905,6.870117999998911,137.119995
2008-04-07,-1.679992999999996,0.75,3.83996500000012,19.710205000000315,-13.440429999998742,21.830077999999958,48.67968799999926,0.39990299999954004,93.92968800000017,209.67089900000065,137.869995
2008-04-08,0.41999900000001844,-1.679992999999996,-3.529907000000094,-33.040039000000434,-9.929680000001099,-28.089844000000085,-7.5,-50.20019599999978,-195.38086000000112,-123.5302730000003,136.190002
2008-04-09,-1.1900030000000186,0.41999900000001844,-4.660033999999996,-1.6401369999998678,-28.009769999998753,-19.240233999999873,-43.56982499999958,-79.70019500000035,-308.8496090000008,-183.2705079999996,136.610001
2008-04-10,-0.9299929999999961,-1.1900030000000186,-10.130004999999983,-25.159912000000077,-47.87012000000141,-13.439941999999974,-34.790039000000434,-61.20019500000035,85.68945299999905,-84.50976499999888,135.419998
2008-04-11,-1.3000030000000038,-0.9299929999999961,2.6099850000000515,0.9199220000000423,53.0,16.359864000000016,22.49023500000294,-6.39990299999954,225.51953199999843,261.96093800000017,134.490005
2008-04-14,0.3900000000000148,-1.3000030000000038,-25.780029000000013,-40.679931000000124,-255.0107399999997,-136.77001999999993,-177.28027400000246,-67.20019599999978,-156.8398440000019,-215.16015599999992,133.190002
2008-04-15,0.9599909999999738,0.3900000000000148,-0.4799800000000687,0.40991200000007666,-22.709960000000137,45.93017599999985,19.22021500000028,57.10009700000046,-49.07031300000017,37.92968700000165,133.580002
2008-04-16,1.4800110000000188,0.9599909999999738,5.3000489999999445,25.989990000000034,69.45020000000113,19.27001999999993,43.489746000002015,46.5,-197.3300789999994,15.469726999999693,134.53999299999998
2008-04-17,2.9199979999999925,1.4800110000000188,26.349975000000086,33.90014599999995,245.89062000000013,56.79980400000022,92.66992199999731,13.099609999999302,-110.89843699999983,82.4697269999997,136.020004
2008-04-18,-0.7100059999999928,2.9199979999999925,5.630004999999983,47.19995199999994,9.359379999999874,5.22021500000028,-14.259764999999788,-71.60009700000046,-36.75,50.19042900000022,138.940002
2008-04-21,-0.03999400000000719,-0.7100059999999928,18.719970999999987,-1.4499519999999393,224.15038999999888,72.20019500000035,137.66015600000264,133.10009700000046,-99.33007799999905,56.70019599999978,138.229996
2008-04-22,-0.10000599999997917,-0.03999400000000719,-1.2899170000000595,4.050049000000399,-25.890629999999874,-67.21044900000106,-78.24023500000294,-33.10009799999989,478.5097659999992,-39.68945299999905,138.190002
2008-04-23,-0.009994000000006054,-0.10000599999997917,-8.030029999999897,-5.480224000000362,-103.56933000000026,0.8603519999987839,-22.790039000000434,83.5,288.75,123.60058600000048,138.089996
2008-04-24,1.319991999999985,-0.009994000000006054,2.119995999999901,16.61010699999997,43.22949000000153,28.41992200000186,37.280274000003374,-39.79980499999965,-95.50976599999922,-72.95996100000048,138.080002
2008-04-25,0.48001100000001884,1.319991999999985,7.3599850000000515,16.429932000000008,83.70018999999957,37.72998000000007,78.73974599999747,-39.79980499999965,-336.1914059999981,248.9394540000103,139.399994
2008-04-28,-0.49000600000002237,0.48001100000001884,10.079956000000038,-2.0500489999999445,42.37989000000016,35.62988299999961,58.72997999999916,1.699706999999762,53.11914099999922,-13.599610000004759,139.880005
2008-04-29,-0.10000600000000759,-0.49000600000002237,-2.3499759999999696,-2.6298830000000635,-20.389650000000984,-3.799804999999651,-8.97997999999916,-6.0,252.18945299999905,-13.599610000004759,139.389999
2008-04-30,-0.90998799999997,-0.10000600000000759,-4.390014000000065,14.199951000000056,-38.919920000000275,-9.560058000000026,-17.209961000000476,10.600097999999889,-242.91992200000095,47.04980400000022,139.28999299999998
2008-05-01,3.9599910000000023,-0.90998799999997,-5.25,-17.70996100000002,-13.110359999998764,-9.560058000000026,-17.209961000000476,-1.5,-242.91992200000095,-35.729491999994934,138.380005
2008-05-02,-1.2899930000000097,3.9599910000000023,23.19006300000001,82.649903,194.19042999999874,80.95996099999957,93.8500980000008,92.39990200000011,-83.95117199999731,105.0,142.339996
2008-05-05,-1.0299990000000037,-1.2899930000000097,6.179932000000008,-23.82983400000012,44.04003999999986,5.180175000000418,54.93017500000042,12.10009700000046,-137.66015600000173,105.0,141.050003
2008-05-06,1.8699949999999887,-1.0299990000000037,-9.739990000000034,-20.19995199999994,-87.68065999999999,-9.990234000000783,6.659667999998419,-23.5,177.52148400000078,105.0,140.020004
2008-05-07,-2.1499939999999924,1.8699949999999887,11.890014000000065,27.919922000000042,41.93065999999999,6.069824000000153,-2.810057999999117,-40.9003900000007,-767.7792960000006,-45.089844000000085,141.889999
2008-05-08,-1.1399989999999889,-2.1499939999999924,-23.199951000000056,-33.02001900000005,-196.47069999999985,-29.75976499999979,-3.209961000000476,75.60009700000046,7.269531999998435,-64.93066400000134,139.740005
2008-05-09,0.6499939999999924,-1.1399989999999889,0.6099850000000515,-17.45996100000002,46.330080000001544,-28.02001999999993,3.160156000000825,40.69970699999976,-338.7402340000008,-285.9599610000005,138.600006
2008-05-12,1.5500030000000038,0.6499939999999924,-5.5,22.099853000000167,-115.12988000000041,-25.910155999999915,-19.5,47.60009799999989,-338.7402340000008,177.45019600000523,139.25
2008-05-13,0.27000400000000013,1.5500030000000038,15.0,36.37011799999982,126.53026999999929,26.890135999999984,41.310059000000365,-11.099609999999302,362.58984300000157,139.34082100000523,140.800003
2008-05-14,-0.030014000000051055,0.27000400000000013,1.25,12.260009000000082,-46.95996000000014,34.689941999999974,19.120116999999482,48.0,72.11132799999905,156.58984399999827,141.070007
2008-05-15,1.8200080000000582,-0.030014000000051055,2.709961000000021,-6.840087999999923,66.16992000000027,9.010253999999804,-9.600097999999889,23.199706999999762,-205.30859300000157,84.72070300000087,141.03999299999995
2008-05-16,-0.050003000000003794,1.8200080000000582,15.530029999999897,40.96997099999999,101.45018999999957,45.06982400000015,31.719726999999693,7.100097999999889,-46.78125,-144.1396480000003,142.860001
2008-05-19,-0.5399940000000072,-0.050003000000003794,1.3900140000000647,-6.589844000000085,-7.330069999999978,-0.22021500000028027,73.18017599999985,12.200195000000349,150.0195309999981,-24.909178999994765,142.809998
2008-05-20,-0.4600059999999928,-0.5399940000000072,-0.7900389999999788,-24.95996100000002,40.62988000000041,0.9204100000006292,11.049803999997494,-36.30029300000024,-522.8085930000016,-60.03027300000031,142.270004
2008-05-21,-2.3800050000000113,-0.4600059999999928,-10.429931000000124,-8.470213999999942,-201.0996099999993,-26.17041000000063,-59.0,-43.5,632.25,-76.21972599999935,141.809998
2008-05-22,-0.3799899999999923,-2.3800050000000113,-23.230102999999872,-42.649902999999995,-227.25,-87.42968699999983,-112.85986299999786,25.0,58.839843999998266,205.80957000000308,139.429993
2008-05-23,-1.25,-0.3799899999999923,1.3699950000000172,-0.6000970000000052,23.209960000000137,42.75,41.310059000000365,-58.39990299999954,-371.2792960000006,67.10058599999866,139.050003
2008-05-27,1.3699949999999887,-1.25,-16.22998000000007,-3.619873000000098,-141.2705100000003,46.19043000000056,42.109864000000016,11.0,42.988281999998435,142.48925699999927,137.800003
2008-05-28,-0.039992999999981294,1.3699949999999887,10.570067999999992,40.97998000000007,63.270510000000286,-32.94043000000056,14.640135999999984,-60.10009799999989,40.480468999998266,-227.6992179999943,139.169998
2008-05-29,1.339995999999985,-0.039992999999981294,3.959961000000021,-5.409912000000077,50.96972999999889,64.55029300000024,75.03027400000065,50.80029300000024,-158.109375,291.81933600000593,139.130005
2008-05-30,-0.6399989999999889,1.339995999999985,7.8599850000000515,33.049805000000106,53.49023000000125,1.2797850000015387,10.069824000000153,-29.200195999999778,84.75,142.8798829999978,140.470001
2008-06-02,-0.5299990000000037,-0.6399989999999889,1.2600099999999657,-4.319825000000037,-9.69043000000056,19.33007799999814,32.910155999999915,7.200195000000349,289.07031199999983,97.17968699999255,139.830002
2008-06-03,-1.6000060000000076,-0.5299990000000037,-13.199951000000056,-14.320067999999992,-134.46972000000096,-94.70996099999957,-111.7802730000003,-82.60009799999989,-180.41992200000095,-66.44043000000602,139.300003
2008-06-04,0.8800050000000113,-1.6000060000000076,-10.160033999999996,-27.469970999999987,-111.33984999999848,52.04980499999965,6.770018999999593,-1.199706999999762,-204.47070299999905,165.5,137.699997
2008-06-05,0.9700009999999963,0.8800050000000113,1.219970000000103,36.45996100000002,-3.050780000001396,-50.55956999999944,-28.97998000000007,-51.70019500000035,104.75976599999922,-51.46972699999969,138.580002
2008-06-06,-2.6900019999999927,0.9700009999999963,22.58007899999984,19.030029999999897,213.93066,21.169921999998223,1.3798830000005182,57.30029300000024,-103.41992100000061,-40.91992200000459,139.550003
2008-06-09,-1.1900030000000186,-2.6900019999999927,-39.23010299999987,-45.300048999999944,-392.610349999999,-157.45996099999866,-175.9096679999975,57.30029300000024,-103.41992100000061,-93.95996100000048,136.860001
2008-06-10,0.3000030000000038,-1.1900030000000186,-1.8499759999999696,-46.46997099999999,67.58007999999973,-15.020019999999931,-0.9003910000028554,-129.5,-313.640625,-260.190430000006,135.669998
2008-06-11,-1.3699949999999887,0.3000030000000038,-1.8900140000000647,8.18994100000009,8.629880000000412,13.069824000000153,-7.399902000000111,19.699706999999762,38.63867100000061,45.94043000000238,135.970001
2008-06-12,0.569991999999985,-1.3699949999999887,-21.30993699999999,-30.47998000000007,-196.70996000000014,-109.7700190000005,-134.27978499999972,-114.0996099999993,202.96875,-121.72070399999939,134.600006
2008-06-13,0.38000500000001125,0.569991999999985,6.030029999999897,8.590087999999923,54.95996000000014,-2.2700199999999313,53.89990200000011,29.60009799999989,-328.46875,-37.38964800000031,135.169998
2008-06-16,1.5200040000000001,0.38000500000001125,17.03991700000006,20.07983400000012,162.2705100000003,21.24023500000021,71.93017600000258,-13.60009700000046,215.5195309999981,236.1396480000003,135.550003
2008-06-17,-2.3800050000000113,1.5200040000000001,1.8599850000000515,38.07006799999999,-37.20996000000014,-13.550293000000238,-29.930176000002575,38.39990200000011,49.910156000001734,-38.62988299999961,137.070007
2008-06-18,-0.5400080000000003,-2.3800050000000113,-11.119995000000017,-36.239990000000034,-110.97069999999985,-4.699706999999762,51.680176000002575,27.599609999999302,211.35156200000347,151.45996099999502,134.690002
2008-06-19,-1.309997999999979,-0.5400080000000003,-12.699951000000056,-17.79003899999998,-129.6201200000014,-77.45019599999978,-90.9599610000023,-56.30029300000024,-51.75,-194.54003900000316,134.149994
2008-06-20,-0.75,-1.309997999999979,4.130004999999983,14.790038999999979,33.13086000000112,22.010254000000714,26.29980499999965,-72.60009700000046,-72.390625,-228.93945299999905,132.839996
2008-06-23,-1.0399930000000097,-0.75,-21.25,-25.409912000000077,-218.36035000000084,-115.69042900000113,-143.68994199999997,17.39990200000011,307.8710940000019,88.02929700000459,132.089996
2008-06-24,0.6699979999999925,-1.0399930000000097,-2.5400399999998626,-40.75,-1.46972999999889,17.10009700000046,1.2299810000004072,7.799804999999651,-241.24023499999748,83.27929700000459,131.050003
2008-06-25,-1.1499939999999924,0.6699979999999925,-2.68994100000009,1.0200190000000475,-37.050780000001396,-24.699706999999762,-36.39990300000045,-34.69970699999976,-110.00976599999922,9.139649000004283,131.720001
2008-06-26,-2.2900080000000003,-1.1499939999999924,1.75,-10.959961000000021,3.260739999999714,0.9199220000000423,19.889648999999736,52.39990200000011,-286.8691409999992,-23.089842999999746,130.570007
2008-06-27,-0.39000000000000057,-2.2900080000000003,-32.69006300000001,-46.23998999999958,-355.72069999999985,-82.29003900000043,-122.50976599999922,-29.800293000000238,141.08007799999905,-60.89941399999407,128.279999
2008-06-30,-1.3700019999999995,-0.39000000000000057,-5.5399170000000595,-7.200195000000349,-107.14940999999999,-3.839843999999175,-25.669922000000042,-31.300293000000238,-135.91015600000173,-103.12988299999961,127.889999
2008-07-01,2.2699959999999777,-1.3700019999999995,-1.3701179999998203,-38.17993200000001,-1.0605500000001484,6.299804999999651,-29.290039000000434,-84.69970699999976,-135.91015600000173,-51.66015700000571,126.519997
2008-07-02,-1.6799919999999844,2.2699959999999777,9.130004999999983,37.33007799999996,37.700190000001385,-60.79980499999965,-74.47998000000007,-35.29980400000022,-80.94140600000173,-203.5,128.78999299999998
2008-07-03,-0.3199999999999932,-1.6799919999999844,-22.85998500000005,-49.83007799999996,-166.33984000000055,-108.29003900000043,-56.62011799999982,-76.0,-146.71093699999983,103.62011799999891,127.110001
2008-07-07,-1.8000030000000038,-0.3199999999999932,-0.0599369999999908,1.9499510000000555,73.19043000000056,-52.959960999999566,-48.380371000000196,-67.29980499999965,510.3613280000027,147.24023399999896,126.790001
2008-07-08,2.510002,-1.8000030000000038,-11.060058000000026,-18.79003899999998,-64.16016000000127,-50.41992200000004,1.850097999999889,-69.70019599999978,-411.8886719999973,-253.40039099999922,124.989998
2008-07-09,-3.069999999999993,2.510002,21.54003899999998,45.72998099999995,156.89942000000156,68.65966799999933,16.520018999999593,50.19970699999976,64.95117200000095,-117.7597650000007,127.5
2008-07-10,-0.4599990000000105,-3.069999999999993,-28.130004999999983,-50.67993200000001,-233.91992000000027,-61.87988299999961,7.939941999999974,-44.89990200000011,259.7089840000008,132.90039100000104,124.43
2008-07-11,1.2900010000000037,-0.4599990000000105,3.410033999999996,-6.570067999999992,78.1601499999997,-11.189941000000545,-28.459960999999566,31.5,349.91015600000173,-23.80956999999944,123.970001
2008-07-14,-3.4599989999999963,1.2900010000000037,-7.0500489999999445,29.480223999999907,-122.53027000000111,-102.35986299999968,-125.52001999999993,-51.10009799999989,-190.53906199999983,-12.129882999999609,125.260002
2008-07-15,-0.3500060000000076,-3.4599989999999963,-14.780029000000013,-65.68017499999996,-52.83983999999873,-59.73999099999992,-29.759765000001607,-95.39990200000011,-469.26953199999843,-147.57031300000017,121.800003
2008-07-16,3.690002000000007,-0.3500060000000076,-12.179932000000008,22.090087999999923,-88.91016000000127,-18.350097000000005,-54.27001999999811,56.29980499999965,234.75976599999922,35.67968800000017,121.449997
2008-07-17,1.0299990000000037,3.690002000000007,31.66003499999988,77.30004800000006,276.5,104.42016599999988,76.44970699999976,28.10009700000046,-90.51953100000173,-1.849610000001121,125.139999
2008-07-18,0.3400039999999933,1.0299990000000037,11.909912000000077,-9.65014599999995,198.16992000000027,12.219726000000264,84.41015599999992,-62.20019500000035,-136.75,-172.51953200000025,126.169998
2008-07-21,-1.3599999999999994,0.3400039999999933,3.599975000000086,3.8300779999999577,58.45996000000014,123.5102539999998,119.95996099999957,138.29980400000022,9.621093999998266,-172.51953200000025,126.510002
2008-07-22,2.7399970000000025,-1.3599999999999994,-4.739990000000034,-34.42993200000001,-37.11913999999888,-23.340331999999762,13.62011800000073,3.5,96.890625,240.40039100000104,125.150002
2008-07-23,0.4499970000000104,2.7399970000000025,21.79003899999998,48.79003899999998,145.48925999999847,103.0,90.98974599999929,77.80029300000024,233.78125,53.27929700000095,127.889999
2008-07-24,-2.4499970000000104,0.4499970000000104,4.34997599999997,24.09985400000005,26.950190000001385,45.05029300000024,60.12011700000039,32.89990200000011,-243.16992200000095,192.02929699999913,128.339996
2008-07-25,-0.379997000000003,-2.4499970000000104,-29.70996100000002,-34.52001999999993,-289.2001900000014,-131.60009700000046,-134.45996100000048,-161.6000979999999,-10.798827999999048,-117.61035100000117,125.889999
2008-07-28,-1.5299990000000037,-0.379997000000003,4.25,12.5,28.330080000001544,64.22998000000007,16.64990200000284,-30.60009799999989,-114.63867100000061,-53.58007899999939,125.510002
2008-07-29,3.1299980000000005,-1.5299990000000037,-21.380004999999983,-32.57983400000012,-236.02930000000015,-86.56982400000015,-125.4799800000028,-57.80029300000024,-7.929688000000169,-60.87988300000143,123.980003
2008-07-30,0.29000100000000373,3.1299980000000005,28.14001499999995,54.399902999999995,264.1191399999989,103.8696289999998,103.14990200000011,65.80029300000024,53.269531000001734,100.41992199999913,127.110001
